,system:index,AC_AREA,CLEAR_SCORE,COVERAGE_SCORE,DATE,DGO_FID,MEAN_AC_NDVI,MEAN_AC_NDWI,MEAN_NDVI,MEAN_NDWI,MEAN_VEGETATION_NDVI,MEAN_VEGETATION_NDWI,MEAN_WATER_NDWI,VEGETATION_AREA,VEGETATION_PERIMETER,WATER_AREA,WATER_PERIMETER,.geo
0,00000000000000000001,6153.0,53.0,100.0,2018-01-12,26,0.1290894426913499,-0.2123931729605915,0.3516743228739635,-0.4255433573613672,0.4920059112469609,-0.5551356823611701,-0.1656167125014363,14104.0,4224.489835442248,3556.0,3336.3895015523385,
1,00000000000000000022,9140.0,60.0,100.0,2018-04-26,26,0.1529242177051015,-0.237526683634832,0.3676868400008069,-0.4131873906812653,0.5266172484338648,-0.5403369807838562,-0.207977946673301,16137.0,5034.583897587786,4848.0,3414.398674999609,
2,00000000000000000054,630.0,100.0,100.0,2018-09-19,26,0.1579642089868959,-0.2346551325135078,0.4904325662185607,-0.5158337510978377,0.5317912591693122,-0.5489433689734695,-0.2094542034812812,41464.0,9517.115357824478,253.0,684.0802894826538,
3,0000000000000000006d,175.0,3.0,100.0,2019-01-21,26,0.175170493593191,-0.2850020760266359,0.4713605893723135,-0.5575639736700703,0.4918286955973884,-0.5760757410513082,,4026.0,1224.1467990778062,4.0,42.00502285408701,
4,000000000000000000d3,3870.0,100.0,100.0,2020-02-03,26,0.1779957192083663,-0.2530021760953111,0.3468067866595418,-0.3945663659468738,0.3982280105701306,-0.4376884622512339,-0.2347887346011363,33653.0,9709.140230081466,1212.0,2052.239364749556,
5,000000000000000000f8,1304.0,43.0,100.0,2020-07-01,26,0.1627761873054518,-0.2511902328246944,0.4848433920693351,-0.5096929757627314,0.5277190425633643,-0.5446489111099927,-0.2210024778635149,18258.0,4290.509031543441,367.0,768.0906816197473,
6,0000000000000000014e,7417.0,100.0,100.0,2021-05-02,26,0.1666054086702098,-0.2487605097171098,0.4663577078167216,-0.4854870498366425,0.5529791347045961,-0.5533407350581048,-0.2354700977405146,36751.0,8034.943332093869,3785.0,3474.4064423255218,
7,0000000000000000017c,3827.0,100.0,100.0,2021-08-31,26,0.1809100278273922,-0.2573152447719068,0.469216407886839,-0.4852821491072357,0.5361883413639789,-0.5379818740874697,-0.2384091797061744,38176.0,8833.035605511304,765.0,1290.1516893841294,
8,00000000000000000185,4909.0,100.0,100.0,2021-09-18,26,0.1613218783895861,-0.2327186449937361,0.4817099825694089,-0.507777740402094,0.5521100776240866,-0.567514692956833,-0.2176068808893276,38724.0,8406.987047545412,3201.0,3126.3672611264374,
9,000000000000000001b3,6748.0,100.0,100.0,2022-05-07,26,0.1538189344450107,-0.2024369033020645,0.4744532713704104,-0.485048218750925,0.5577518966576114,-0.5571349062040912,-0.1923279444352202,37458.0,8989.054967345572,6069.0,4578.539710302313,
10,000000000000000001d4,3159.0,100.0,100.0,2022-11-10,26,0.1724206535235158,-0.2524014775313984,0.4926254164658314,-0.5315450119097271,0.5540487608862724,-0.5854578442313556,-0.2365315882829478,39631.0,8514.999629539723,1121.0,2142.251740842234,
11,000000000000000001e0,11252.0,100.0,100.0,2022-12-25,26,0.0650257629466114,-0.1022912439403456,0.3134012814271192,-0.3606810756997695,0.4123073836377411,-0.4600950964324402,-0.0854222462698407,31653.0,9181.0775711323,10223.0,4614.542362847281,
12,000000000000000001e2,8441.0,100.0,100.0,2023-01-20,26,0.132413543660052,-0.1835242131323856,0.3877901454132106,-0.4456647031028113,0.4718471412366378,-0.5292941637950102,-0.1634251743575815,34617.0,8545.003064473689,7088.0,4290.505367860269,
