,system:index,AC_AREA,CLEAR_SCORE,COVERAGE_SCORE,DATE,DGO_FID,MEAN_AC_NDVI,MEAN_AC_NDWI,MEAN_NDVI,MEAN_NDWI,MEAN_VEGETATION_NDVI,MEAN_VEGETATION_NDWI,MEAN_WATER_NDWI,VEGETATION_AREA,VEGETATION_PERIMETER,WATER_AREA,WATER_PERIMETER,.geo
0,00000000000000000008,503.0,53.0,100.0,2018-07-06,17,0.1816425087324882,-0.2028105060111722,0.5183184903946263,-0.4897448711827058,0.5841558957088971,-0.5484949546257689,-0.2208248483364513,9940.0,3137.437162326111,1656.0,1289.768762507102,
1,00000000000000000012,556.0,35.0,100.0,2018-08-01,17,0.1395218952410357,-0.1402494456751862,0.5195162136893001,-0.5024042899541397,0.5528487240403529,-0.5320859274333503,-0.1620038876293987,20124.0,4937.1094302913225,757.0,437.9216267863815,
2,00000000000000000017,111.0,100.0,100.0,2018-08-14,17,0.1748735563331173,-0.2086600069084228,0.5935486507520387,-0.5762004463696563,0.6297966378572454,-0.6080654483666348,-0.22120407048182,20312.0,5728.966623773164,224.0,395.9282533421341,
3,00000000000000000028,38.0,46.0,100.0,2018-10-02,17,0.1734703366705405,-0.2052549771161826,0.5394560693337591,-0.524320126844164,0.5777792905512833,-0.5576557332969879,-0.2253702554463779,9234.0,3365.390980726607,147.0,275.9499301633567,
4,0000000000000000005a,0.0,100.0,100.0,2019-05-10,17,,,0.4937885564618777,-0.4670393693453057,0.5106015558756869,-0.4811406694848271,-0.233671741560689,20977.0,4997.099583845447,215.0,401.9270095857786,
5,00000000000000000061,14112.0,17.0,100.0,2019-06-05,17,0.0904451615923022,-0.2686607385761037,0.2219631304389244,-0.325525788283132,0.4986817953750975,-0.4642762312688904,-0.17528086266006,6559.0,1913.6575220226057,5664.0,1931.6515825709037,
6,00000000000000000067,0.0,100.0,100.0,2019-06-25,17,,,0.5617943311342682,-0.5091445178320718,0.578394916041909,-0.5224588901524567,-0.2416528832921509,21271.0,4625.165770318071,41.0,95.98252842632051,
7,0000000000000000008d,0.0,100.0,100.0,2019-11-30,17,,,0.4536662630750513,-0.3751503931019096,0.4550985566267351,-0.3761270723375676,-0.2337097320481618,22317.0,3341.397711886448,167.0,347.93795647486434,
8,000000000000000000a4,4283.0,40.0,100.0,2020-04-15,17,0.117840485186566,-0.1481850329927415,0.2623520105090119,-0.2730118674072759,0.4106109605548292,-0.4012031240124035,-0.153550766029922,4218.0,2765.496572785157,4579.0,1529.721431623389,
9,000000000000000000b7,3312.0,100.0,100.0,2020-07-09,17,0.1798967798929424,-0.2090633545037734,0.512557236607661,-0.487490506300616,0.6370176570853477,-0.5924236050030623,-0.2135285121525351,15963.0,5878.938655194655,4867.0,2861.4831434177977,
