,system:index,AC_AREA,CLEAR_SCORE,COVERAGE_SCORE,DATE,DGO_FID,MEAN_AC_NDVI,MEAN_AC_NDWI,MEAN_NDVI,MEAN_NDWI,MEAN_VEGETATION_NDVI,MEAN_VEGETATION_NDWI,MEAN_WATER_NDWI,VEGETATION_AREA,VEGETATION_PERIMETER,WATER_AREA,WATER_PERIMETER,.geo
0,00000000000000000004,0.0,1.0,100.1833604705976,2018-01-23,26,,,0.534629298940259,-0.6261802788186487,0.5347728506854902,-0.6263161926275644,,692.0,498.0600099708655,0.0,0.0,
1,0000000000000000000a,0.0,76.0,100.1833604705976,2018-02-25,26,,,0.51642765402863,-0.5528095188464606,0.522541710640734,-0.5586981280144032,,47207.0,6318.739314184546,0.0,0.0,
2,0000000000000000001e,0.0,0.0,91.0944071503426,2018-08-24,26,,,0.4361289677206693,-0.5108808800875874,0.4347040492995624,-0.5101410291593856,,51.0,120.0138731838431,0.0,0.0,
3,0000000000000000001f,4.0,87.0,100.1833604705976,2018-08-24,26,0.1744671242436773,-0.2647483096102609,0.4900716046012319,-0.5319472769183989,0.517572272487753,-0.5547631035684933,,43095.0,8977.053372230737,0.0,0.0,
4,0000000000000000002b,0.0,0.0,100.1833604705976,2018-11-15,26,,,0.5949275512315967,-0.5913812108218216,0.5953443047992201,-0.5917573310473093,,48350.0,4752.556370405472,0.0,0.0,
5,00000000000000000030,0.0,0.0,24.551762794058572,2018-12-30,26,,,0.5257092691255217,-0.6068977684198649,0.5129691791272505,-0.5978085723493394,,8.0,42.00480344984612,0.0,0.0,
6,00000000000000000037,0.0,0.0,100.1833604705976,2019-02-14,26,,,0.5430817988362573,-0.5908257185706561,0.5444233005690227,-0.5919499379081492,,917.0,522.0604726036329,0.0,0.0,
7,00000000000000000039,0.0,0.0,100.1833604705976,2019-03-07,26,,,0.5138985512688562,-0.5484445905195967,,,,10.0,48.005577488109054,0.0,0.0,
8,0000000000000000003b,0.0,37.0,100.1833604705976,2019-04-12,26,,,0.3911725848013472,-0.4426575614038777,0.4302164743190629,-0.4740891215707107,,37973.0,8599.008926994327,0.0,0.0,
9,00000000000000000041,0.0,5.0,100.1833604705976,2019-05-26,26,,,0.5556833473854926,-0.5574235788464184,0.5580236178455926,-0.559089878315369,,2490.0,918.1102217799248,0.0,0.0,
10,00000000000000000045,0.0,76.0,100.1833604705976,2019-07-07,26,,,0.4464767513274645,-0.4834604129581511,0.4763041483998451,-0.5080326797469245,,32142.0,6702.786689033552,0.0,0.0,
11,00000000000000000046,0.0,83.0,100.1833604705976,2019-07-07,26,,,0.494918895229567,-0.5053712764187729,0.5361293083401728,-0.5389120884212383,,34495.0,7104.8303797459685,0.0,0.0,
12,00000000000000000047,0.0,50.0,80.01672793282779,2019-07-17,26,,,0.418250236742523,-0.4505451432977028,0.4544458792690932,-0.4774581754953532,,15754.0,4830.563673378305,0.0,0.0,
13,00000000000000000048,0.0,3.0,11.609523708249208,2019-07-17,26,,,0.3794984723782623,-0.4147362757685583,0.3794590888186318,-0.4147323539711096,,235.0,264.03054123249154,0.0,0.0,
14,00000000000000000049,0.0,0.0,54.409553892564745,2019-07-22,26,,,0.6136646149121623,-0.6164511037477863,0.6137519413983032,-0.616459704449072,,191.0,246.02965969216896,0.0,0.0,
15,0000000000000000004a,216.0,7.0,100.1833604705976,2019-07-29,26,0.1919098214846654,-0.2643726247320604,0.4051260195793835,-0.4409470338465797,0.4863832656626616,-0.5064075684818468,,2570.0,1404.162737445203,0.0,0.0,
16,0000000000000000004d,0.0,58.0,93.81364318468115,2019-09-18,26,,,0.4195372064147837,-0.4643219048501723,0.4824303895542319,-0.5165400512569757,,19143.0,6978.81337272586,0.0,0.0,
17,0000000000000000004f,0.0,11.0,100.1833604705976,2019-11-12,26,,,0.3932865505101163,-0.4446420224795172,0.4249747425274349,-0.470565160204092,,4513.0,1962.226544266524,0.0,0.0,
18,0000000000000000005c,0.0,27.0,100.1833604705976,2020-06-11,26,,,0.4531028478310806,-0.4703252307430848,0.4811262453201706,-0.4920174733891089,,16891.0,4224.490110636845,0.0,0.0,
19,0000000000000000005d,0.0,96.0,100.1833604705976,2020-06-11,26,,,0.5246899395554153,-0.5657825144872575,0.5371485864347066,-0.5762384387875256,,45995.0,7134.835865846775,0.0,0.0,
20,00000000000000000060,0.0,42.0,100.1833604705976,2020-07-01,26,,,0.4302039003640411,-0.4807547445729664,0.4613742091663023,-0.5027803203374185,,17313.0,4518.525415782429,0.0,0.0,
21,00000000000000000062,529.0,68.0,100.1833604705976,2020-09-17,26,0.1859133052003576,-0.26060997314962,0.4542443002654582,-0.4663692142524442,0.5346982355189716,-0.5258382682893501,,24357.0,7332.853517666227,0.0,0.0,
22,00000000000000000064,0.0,88.0,100.1833604705976,2020-10-14,26,,,0.4424195377778318,-0.4622292928005841,0.4891397391456271,-0.4957435666104547,,34933.0,7350.859201678117,0.0,0.0,
23,0000000000000000006c,0.0,58.0,36.517229118674784,2021-01-16,26,,,0.4414936768727723,-0.5344492027060557,0.4415155746436828,-0.5344600695293674,,10763.0,1686.200965543224,0.0,0.0,
24,00000000000000000077,0.0,0.0,100.12955519137932,2021-06-15,26,,,0.7083584736430719,-0.6687595309243235,0.7076782863870086,-0.668280480122021,,99.0,174.02098455515826,0.0,0.0,
